returned_spotify_id,spotify_name,followers,monthly_listeners,mapping_tier,fua_code,study_city_label,population
1xdB9gS1NrKEYgZUEfoqIw,Idlewild,72943,89257,strict,UK007F,Edinburgh,932180
3pvRbmrqOyFxB2Eext4Dki,Sons Of Kemet,163892,88881,strict,UK001F,London,12666099
1NCLweIUpq8knzemBwAwoo,KOAN Sound,121601,88384,strict,UK011F,Bristol,1025309
5TUa95aB5Vu2CzwCnZd6t0,TTNG,131854,88106,strict,UK560F,Oxford,606748
696uMzB97pg2uqfzmK3MvO,The Slow Show,43986,87963,strict,UK008F,Manchester,3595966
2XddLUPFBmTonCFy8uB3uc,Swim Deep,86828,86770,strict,UK002F,Birmingham,3247941
478peoEkoKPsTgRiVzkvPl,Glasvegas,64525,86543,strict,UK004F,Glasgow,1895840
1dip2dCkBIylIFyDfZQfFu,Gun,42357,85826,strict,UK004F,Glasgow,1895840
6S3Z6Me30mtdm526H17v8k,Jockstrap,114087,85520,strict,UK001F,London,12666099
2LrQtNcBWufq2AjaM6swf7,The Rumble Strips,17312,85506,strict,UK516F,Plymouth,423138
40ttEBZPhAHbXH6aUg4GkL,Magnetic Man,58622,83637,strict,UK001F,London,12666099
1AzrlUnOS6dhH0iMV86ctS,Oi Va Voi,64804,83446,strict,UK001F,London,12666099
4qNZw759AdHSMugyDMrIlF,Let's Eat Grandma,113814,81221,strict,UK566F,Norwich,433787
0U04xAocTetRnA7v3TYQ2i,Babe Ruth,26531,80353,strict,UK001F,London,12666099
6DVVsQAnpHdJjb1nYuOQ6g,65daysofstatic,147863,79997,strict,UK010F,Sheffield,1217504
6g8Jqb5JMfv92eB2r0awTN,Arab Strap,87017,79984,strict,UK551F,Falkirk,160020
7bHTSvk96ULRLZPZr1SoCZ,Mallory Knox,81280,79587,strict,UK017F,Cambridge,414802
6WVnBgqJfj9Iw9gpBed9fJ,Alien Sex Fiend,163266,79219,strict,UK001F,London,12666099
0IzJYdxaNLwrC7diSCu0iY,Geordie,31989,79034,strict,UK013F,Newcastle,1221203
5SRhOM75OnwuXH8BmCxD5a,Discharge,153668,77256,strict,UK027F,Stoke-on-Trent,494803
2M0T4a1pkOC5nifN9W6e9e,LFO,57583,76989,strict,UK003F,Leeds,3070506
3CI0BdDDxe6D21RmqTB5fn,Fightstar,84003,76830,strict,UK001F,London,12666099
7823Dim2TzjiQQ9wRQxyi9,Wizzard,54270,75390,strict,UK002F,Birmingham,3247941
14IKysoZ0qyGRsIiTk1Ase,999,57492,74540,strict,UK001F,London,12666099
7EnAgffrVyerTWH628TJ6f,Nitzer Ebb,106978,73454,strict,UK001F,London,12666099
3m8KqUjgKDwmJ9L9uBHMMs,Fields Of The Nephilim,150339,73403,strict,UK021F,Stevenage,91774
34nBPbcVc9F9eizQC4a5aT,Spector,52673,73172,strict,UK001F,London,12666099
4TvQ6wnXv3aDNv29JH6App,Red Box,8971,72793,strict,UK001F,London,12666099
5fLbJGzlYux3GBwTifMMvR,Nine Black Alps,20771,69153,strict,UK008F,Manchester,3595966
2qe52cWdi4IRtgg14CLInb,Delta 5,43118,68871,strict,UK003F,Leeds,3070506
5Rsu72e1qrjIUtxH6Zmy9K,Gene,46149,68357,strict,UK001F,London,12666099
52pNByiBWx6SVMMqqcCA74,The Magic Gang,82851,68131,strict,UK515F,Brighton and Hove,451122
7zUgfhtNGSNLMl2ydFse4S,B-Movie,18419,67864,strict,UK046F,Mansfield,113138
1UzKSuyOqKgUupcNNEtnF1,Stornoway,54281,67498,strict,UK560F,Oxford,606748
5ztBFCBEL7OtjdAt98RnD4,Fat White Family,101328,66984,strict,UK001F,London,12666099
4OrrjMGltjy6ojX6034f8u,Steeleye Span,64810,66623,strict,UK001F,London,12666099
3wChfsJPsUnjVHXc79wRN1,Shampoo,18368,66590,strict,UK001F,London,12666099
4YXRO4slasYnty9nb73LrO,Monarchy,28175,66523,strict,UK001F,London,12666099
5dEFm1RwaTSXpQSpzpYKF2,Blazin' Squad,28124,65260,strict,UK001F,London,12666099
4EfSXeVFbCEYIde3E9k4wr,Cockney Rejects,81884,63708,strict,UK001F,London,12666099
5aBEGOeWQCJfptic9xyaAb,Tones On Tail,80787,63031,strict,UK528F,Northampton,439811
3oi0s3WIuxBU5oh87n7za2,Psychic TV,88107,62944,strict,UK001F,London,12666099
3nutnJ57QnbWEdCWn2EyWo,Orange Goblin,153342,61406,strict,UK001F,London,12666099
55wOEGTc3QKwBJ9gntcOxT,Pentangle,69361,61364,strict,UK001F,London,12666099
6l3BRLCpzfC8yxqf9thWAg,Yuck,103291,61077,strict,UK001F,London,12666099
2BLpGstUHxDc6vHfBEiaXm,The Move,76938,60997,strict,UK002F,Birmingham,3247941
37KB5e6cGsN1AQAB9Omm1U,Coil,118774,60925,strict,UK001F,London,12666099
4NZM5xKuDpGc4vEHDwGO1Q,DJ Food,53172,60881,strict,UK001F,London,12666099
5RFBPz01PqvSQ1QhEgaxOp,Carter The Unstoppable Sex Machine,51170,60865,strict,UK001F,London,12666099
7vrrJ5YlL3I8XUrh1ktGJV,Anaal Nathrakh,127543,60506,strict,UK002F,Birmingham,3247941
6EkvDqOOEX08BotcQppKoD,Wolf Gang,60865,59456,strict,UK001F,London,12666099
0LpwbxbT8dPiqUnul4ngzu,Gallows,78412,56900,strict,UK001F,London,12666099
7tI1ZOOgocYZT2O5M8iBz8,Demon,32960,56564,strict,UK027F,Stoke-on-Trent,494803
1Lx9Dy5gi2OLlJBBs7GYO7,Benediction,106195,56352,strict,UK002F,Birmingham,3247941
2k4duorvZ5lTq33ljpT0sc,Antimatter,97021,56130,strict,UK006F,Liverpool,1597536
5dUIQXIt7WeBKpETFZyTFW,Jack Beats,33729,56114,strict,UK001F,London,12666099
1UYhxPY1oqFUg1HfF8nV3k,Throbbing Gristle,131943,56065,strict,UK026F,Hull,631285
5A4ebXQf38xWIq0xSWLhsS,Godflesh,105031,55777,strict,UK002F,Birmingham,3247941
06Rbwc8jaQ1d5fDPZiasE0,The Colourfield,28746,55168,strict,UK025F,Coventry,787858
0Sd7X8SxWV0AyDLbvd4uEu,Swervedriver,81061,54373,strict,UK560F,Oxford,606748
4M2H1fDQR5ygAi7MMOVxAA,The Whip,29678,54058,strict,UK008F,Manchester,3595966
78OgxRnIdBCdFBmKhP2Fz2,Skeletal Family,77225,53859,strict,UK003F,Leeds,3070506
3jNwnthjUjHYvjyvRGfWuQ,Terrorvision,36238,53778,strict,UK003F,Leeds,3070506
0JseT2AZzVMKsBlrAywFcO,Anavae,29336,52164,strict,UK001F,London,12666099
3xA9AB0f4BVjsSlyQc12iE,Mclusky,50828,51917,strict,UK009F,Cardiff,939371
4WM2JNPCcZ7f6M72C0bTyM,Empathy Test,38799,51330,strict,UK001F,London,12666099
0pobPzcYFoVSprUnwY2Bio,Goldie Lookin Chain,37598,51269,strict,UK558F,Newport,262018
5vTCEZ15eybRnoqUAra4Ys,Black Tongue,96043,50504,strict,UK026F,Hull,631285
6ahlwhwCBtwhSeDO5vYMh5,Flesh For Lulu,33594,49698,strict,UK001F,London,12666099
02frazNrWgZCxUEf4UTfHt,Van Der Graaf Generator,154738,48618,strict,UK008F,Manchester,3595966
6L48AOtGmQL1ELLoKML7cS,Angel Witch,107188,48153,strict,UK001F,London,12666099
12X85dtebfc7JTZ8iMBT2o,Osibisa,47531,47843,strict,UK001F,London,12666099
0DkpQq8B7ZAKebZEjlzVmd,The Vibrators,75847,46560,strict,UK001F,London,12666099
0BdsizQXvwb1BPeEKqfuVs,Ímar,15182,45827,strict,UK004F,Glasgow,1895840
11tiA94VlUZOUTVCdQYw3a,Conan,82354,45815,strict,UK006F,Liverpool,1597536
4tyCvqG48h4LdcbFfWBjR9,The Wedding Present,65575,45749,strict,UK003F,Leeds,3070506
4xM0Rz2FbjZevoVLVJUgEQ,The Big Pink,39674,45735,strict,UK001F,London,12666099
2kS4yz85MaZlxp2VaS3BEe,Cabaret Voltaire,118625,45473,strict,UK010F,Sheffield,1217504
10aXVE8RSUCeMzaFvBnZ2i,Pitchshifter,48946,43987,strict,UK029F,Nottingham,936382
7sx3r4lMo079vO7lIi0fng,Lanterns on the Lake,38093,43202,strict,UK013F,Newcastle,1221203
2LpdhgwN0mYKMjnzrBQU8H,The Crazy World Of Arthur Brown,16217,43146,strict,UK001F,London,12666099
43lLY3aEg3yQz8sYhyvdn5,Alisha's Attic,19496,42752,strict,UK001F,London,12666099
2vygNfdnPBXah21ZrqhxYk,A Certain Ratio,46261,42710,strict,UK008F,Manchester,3595966
3Sr1muUE6DYihFufoHpnfc,The Rifles,74510,42702,strict,UK001F,London,12666099
0tQ2Q4y9iUkKszxXyB14ZH,Young Marble Giants,62664,42598,strict,UK009F,Cardiff,939371
5O7ziOtiFUyRMBJN1J4Tpv,Cathedral,96540,42528,strict,UK025F,Coventry,787858
4tqcqE9n9vHWbIT8ryEA1v,The Arrows,7187,42469,strict,UK001F,London,12666099
71lhIVHJ24x9hEcwFSWuOf,Onslaught,106888,41973,strict,UK011F,Bristol,1025309
7GsdZ6T45uXudJ8Wsko9sB,The Associates,50912,41622,strict,UK550F,Dundee City,264690
3uHCTHxtg3IVAvhyrYsZvI,Rolo Tomassi,78649,41494,strict,UK010F,Sheffield,1217504
7Ks1xbMXEQjy9aQObTJdId,Lonely The Brave,47704,40908,strict,UK017F,Cambridge,414802
1Ag6UM6dow2OH9V06mxzV5,Mekons,27778,40549,strict,UK003F,Leeds,3070506
2CLWZP9ZwueC8Yx9ORbxlW,bis,13258,40316,strict,UK004F,Glasgow,1895840
3UvsX37JzJrmhTea2t3Wei,Morning Runner,8121,40259,strict,UK552F,Reading,370107
1daC6WKGAm52YZbL5G7zYg,Plump DJs,39640,39025,strict,UK001F,London,12666099
7mDQwcnDUGuSoggxbUtVc1,The Rakes,55169,38909,strict,UK001F,London,12666099
6ixeWfTvnU1VOVPEVP5Bcq,Red Lorry Yellow Lorry,51142,38041,strict,UK003F,Leeds,3070506
75Kh0eqgzo9f43Dan1JzSV,Slow Club,57600,37665,strict,UK010F,Sheffield,1217504
5z96yaS2s1USscDldCCDgw,Angelic Upstarts,52277,37083,strict,UK013F,Newcastle,1221203
1F7QDWyZTLGzkyGLgFjEhU,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,72472,37035,strict,UK013F,Newcastle,1221203
1WFsBUAgQmrGQQEUyFKS60,Savages,130669,36562,strict,UK001F,London,12666099
2mHQfi32bOrYcD42cazcmh,Peter and the Test Tube Babies,46920,35963,strict,UK515F,Brighton and Hove,451122
1cFIgop2t8jZzlM7TVePLY,Puressence,14385,35668,strict,UK008F,Manchester,3595966
6vxyuUNiILvDzBfLxgu0KT,[spunge],21846,35282,strict,UK571F,Cheltenham,223688
6OzpbdankE26K03oeoHhPN,Sky,12841,35087,strict,UK001F,London,12666099
1K1m6K2IZOcbyabxB2jXjg,One Eskimo,11103,35030,strict,UK001F,London,12666099
3SRTWBeGhX3o5DCQ2zzTdI,Dubstar,17970,34962,strict,UK013F,Newcastle,1221203
1ukEEwzjucRtFTxiw2DrDZ,Goat Girl,81408,34711,strict,UK001F,London,12666099
63yEaRONzlJVu1ozymo4Fk,The Wild Swans,17544,34532,strict,UK006F,Liverpool,1597536
39aYm70XPfUpkMIKSfeeig,The Wake,26671,34392,strict,UK004F,Glasgow,1895840
7vF3DcPluq6lZI36VniagW,Current 93,83424,33791,strict,UK001F,London,12666099
7mu52yh5bBhhJOyVndAEZW,Cleopatra,33076,31723,strict,UK008F,Manchester,3595966
3tDg9XbUbQS0dbaSnFNvvk,Witchfinder General,64357,31258,strict,UK002F,Birmingham,3247941
1stGFX6w6VMHQPDPlBqX74,Sons of Raphael,6089,31229,strict,UK001F,London,12666099
0tQzBYPjAardhWpGkqVdNW,The Incredible String Band,60628,31217,strict,UK007F,Edinburgh,932180
6Y1nACvxtuuTjKx2b4Rwmb,Vessels,35493,31211,strict,UK003F,Leeds,3070506
3KH6DLHeoFZgVbtKiLXb6L,The Field Mice,29459,31075,strict,UK001F,London,12666099
6NCFDKbtkbJhgjQcFicLBi,Rudimentary Peni,42267,31002,strict,UK001F,London,12666099
6Q7D1oEccgTc8MAYdMgtIx,The Bonzo Dog Band,26310,30851,strict,UK001F,London,12666099
1xo5zONg7VWkVmR0I0YO4d,Tigertailz,28199,30839,strict,UK009F,Cardiff,939371
72o2T9aqYR2PFNYpzYrMmw,The Tiger Lillies,68137,30200,strict,UK001F,London,12666099
3BxngwxP94n0itZ8q1hwf9,FM,29860,30171,strict,UK001F,London,12666099
6Um25UMHv0fzcEHYGQJPXv,Treetop Flyers,9167,29843,strict,UK001F,London,12666099
